http://www.nbcnews.com/,475920,394,text/html
http://www.nbcnews.com/news/us-news/analysis-here-are-three-potential-fixes-travel-ban-order-n719441,117375,91,text/html
http://www.nbcnews.com/mach/science/can-science-curb-donor-organ-shortage-self-driving-cars-will-n719386,95187,101,text/html
http://www.nbcnews.com/pages/careers,54956,73,text/html
http://www.nbcnews.com/news/us-news/amp/analysis-here-are-three-potential-fixes-travel-ban-order-n719441,43642,28,text/html
http://www.nbcnews.com/politics,163871,152,text/html
http://www.nbcnews.com/news/us-news/nbc-affiliates-n19981,137240,278,text/html
http://www.nbcnews.com/pop-culture/tv,130036,132,text/html
http://www.nbcnews.com/mach/science/robots-vs-cancer-how-tech-tackling-biden-s-moonshot-n684041,98325,89,text/html
http://www.nbcnews.com/news/weather,304368,150,text/html
http://www.nbcnews.com/news/nbcblk/oped-why-politics-black-girl-magic-are-more-relevant-ever-n719561,93844,96,text/html
http://www.nbcnews.com/business/travel/trump-met-top-airline-executives-discuss-jobs-infrastructure-n718816,96058,89,text/html
http://www.nbcnews.com/politics/politics-news/appeals-court-panel-refuses-reinstate-trump-travel-order-n719136,134926,110,text/html
http://www.nbcnews.com/mach/science/scientists-drill-deep-harness-awesome-energy-volcanoes-n719096,84491,90,text/html
http://www.nbcnews.com/news/nbcblk/emmett-till-book-prompts-cousins-call-new-investigation-n713341,99402,93,text/html
http://www.nbcnews.com/video/trump-plans-to-fight-ruling-on-travel-ban-874523715709?cid=amp_nbcnews,318430,143,text/html
http://www.nbcnews.com/video,313757,142,text/html
http://www.nbcnews.com/news,499543,397,text/html
http://www.nbcnews.com/mach/technology,116649,117,text/html
http://www.nbcnews.com/business/markets,127568,135,text/html
http://www.nbcnews.com/news/asian-america/hmong-american-community-calls-investigation-after-police-dog-bites-grandmother-n719396,90571,83,text/html
http://www.nbcnews.com/news/us-news/dueling-protests-over-planned-parenthood-abortion-rights-erupt-across-u-n719791,100765,95,text/html
http://www.nbcnews.com/news/crime-courts,129427,129,text/html
http://www.nbcnews.com/news/nbcblk,130651,134,text/html
http://www.nbcnews.com/news/us-news/mccain-yemen-raid-was-meant-capture-kill-al-qaeda-terrorists-n718586,125683,95,text/html
http://www.nbcnews.com/nightly-news/video/after-another-court-defeat-white-house-plans-next-move-on-immigration-874766403961?cid=amp_nbcnews,497630,169,text/html
http://www.nbcnews.com/mach/environment,93800,90,text/html
http://www.nbcnews.com/politics/first-read/first-read-s-morning-clips-flynn-did-discuss-sanctions-russians-n719276,88427,91,text/html
http://www.nbcnews.com/feature/debunker,359922,139,text/html
http://www.nbcnews.com/video/bone-marrow-registry-seeks-more-people-to-be-the-match-for-mixed-race-patients-872055363710,320110,143,text/html
http://www.nbcnews.com/careers,16732,75,text/html
http://www.nbcnews.com/news/world/freedom-granted-schizophrenic-who-beheaded-fellow-greyhound-passenger-n719741,84575,74,text/html
http://www.nbcnews.com/feature/nbcblk28-2017/nbcblk28-jessica-o-matthews-techie-inventor-harnesses-power-play-n714681,89121,91,text/html
http://www.nbcnews.com/business/economy,129484,132,text/html
http://www.nbcnews.com/feature/nbc-out/belgian-model-becoming-public-face-intersex-people-n719496,84612,85,text/html
http://www.nbcnews.com/news/us-news/rep-jason-chaffetz-faces-angry-town-hall-crowd-utah-n719231,99120,92,text/html
http://www.nbcnews.com/politics/politics-news/tom-price-confirmed-donald-trump-s-health-human-services-secretary-n719131,106083,96,text/html
http://www.nbcnews.com/video/blown-away-a-deadly-tornado-strikes-515237955781,317242,143,text/html
http://www.nbcnews.com/storyline/lethal-injection/supreme-court-refuses-block-execution-texas-killer-christopher-wilkins-n705671,108781,89,text/html
http://www.nbcnews.com/mach/space,115766,115,text/html
http://www.nbcnews.com/business,312449,283,text/html
http://www.nbcnews.com/politics/politics-news/obama-aligned-organizing-action-relaunches-trump-era-n719311,108637,94,text/html
http://www.nbcnews.com/dateline/video/preview-fury-871716419958,338129,205,text/html
http://www.nbcnews.com/video/germany-reassured-on-u-s-nato-commitment-after-mattis-meeting-874658883573,318140,143,text/html
http://www.nbcnews.com/health/health-care/more-12-million-got-obamacare-survey-shows-n719071,91775,88,text/html
http://www.nbcnews.com/pages/sitemap,56093,80,text/html
http://www.nbcnews.com/news/latino/j-balvin-earns-guinness-world-record-his-song-ginza-n719306,84433,83,text/html
http://www.nbcnews.com/pop-culture/movies,129196,127,text/html
http://www.nbcnews.com/nightly-news/video/tornadoes-strike-new-orleans-area-that-was-devastated-by-katrina-872092739643,497386,168,text/html
http://www.nbcnews.com/news/us-news/germany-s-defense-minister-trump-committed-nato-n719641,95197,83,text/html
http://www.nbcnews.com/mach/innovation/one-these-drones-just-might-save-your-life-n706206,108442,106,text/html
http://www.nbcnews.com/pages/about-nbc-news-digital,56081,67,text/html
http://www.nbcnews.com/politics/politics-news/why-president-trump-s-misleading-image-american-crime-matters-n718546,106757,92,text/html
http://www.nbcnews.com/video/blown-away-massive-wedge-tornado-tears-through-oklahoma-515199555931,317782,143,text/html
http://www.nbcnews.com/news/weather/blizzard-warning-another-snowstorm-looms-northeast-n719736,99427,88,text/html
http://www.nbcnews.com/video/crowd-boos-and-jeers-chaffetz-at-town-hall-874436675772,317592,143,text/html
http://www.nbcnews.com/mach/science/long-quest-create-artificial-blood-may-soon-be-over-n708576,98183,89,text/html
http://www.nbcnews.com/pop-culture/music,129595,137,text/html
http://www.nbcnews.com/mach,288909,241,text/html
http://www.nbcnews.com/news/world/whale-rescuers-disheartened-new-pod-beaches-new-zealand-n719731,100572,85,text/html
http://www.nbcnews.com/feature/show-me,353217,135,text/html
http://www.nbcnews.com/video/groundhog-day-punxsutawney-phil-sees-shadow-predicts-six-more-weeks-of-winter-868425795649,318448,143,text/html
http://www.nbcnews.com/mach/innovation/how-machine-learning-revolutionizing-diagnosis-rare-diseases-n700901,97066,92,text/html
http://www.nbcnews.com/business/personal-finance,127057,134,text/html
http://www.nbcnews.com/politics/white-house/donald-trump-s-feud-nordstrom-sparks-warnings-ethics-experts-n719141,150188,120,text/html
http://www.nbcnews.com/video/deported-mom-reunited-with-her-family-in-mexico-874306627937,317511,143,text/html
http://www.nbcnews.com/feature/nbc-out/trump-moves-leave-lgbtq-groups-religious-conservatives-wary-n718811,86315,87,text/html
http://www.nbcnews.com/video/broken-dam-floods-homes-in-nevada-873179715939,316728,143,text/html
http://www.nbcnews.com/storyline/lethal-injection/u-s-military-could-execute-ex-soldier-first-time-1961-n701156,108374,83,text/html
http://www.nbcnews.com/news/world,129948,134,text/html
http://www.nbcnews.com/news/asian-america/muthaland-story-hope-faith-amidst-shadows-assault-n717941,106000,94,text/html
http://www.nbcnews.com/video/blown-away-a-tornado-after-dark-515199043778,317086,143,text/html
http://www.nbcnews.com/mach/innovation,116788,116,text/html
http://www.nbcnews.com/feature/nbc-out/sessions-confirmation-attorney-general-riles-lgbtq-advocates-n718951,82006,86,text/html
http://www.nbcnews.com/health/health-news/where-you-get-hurt-may-depend-what-state-you-re-n718916,83225,81,text/html
http://www.nbcnews.com/news/europe,128613,135,text/html
http://www.nbcnews.com/slideshow/met-digitizes-its-collection-releasing-350-00-images-free-n719661,102047,71,text/html
http://www.nbcnews.com/mach/science/amp/can-science-curb-donor-organ-shortage-self-driving-cars-will-n719386,46797,32,text/html
http://www.nbcnews.com/health/health-care,129236,135,text/html
http://www.nbcnews.com/news/us-news/loophole-lets-criminals-buy-untraceable-ghost-guns-online-n719121,93536,81,text/html
http://www.nbcnews.com/video/survivors-of-italian-avalanche-describe-their-ordeal-863674435665,317719,143,text/html
http://www.nbcnews.com/video/meet-the-nuns-who-rock-and-roll-873664579837,316460,142,text/html
htt
