http://www.nbcnews.com/,200
http://www.nbcnews.com/news/us-news/analysis-here-are-three-potential-fixes-travel-ban-order-n719441,200
http://www.nbcnews.com/mach/science/can-science-curb-donor-organ-shortage-self-driving-cars-will-n719386,200
http://www.nbcnews.com/pages/careers,200
http://www.nbcnews.com/politics,200
http://www.nbcnews.com/news/us-news/amp/analysis-here-are-three-potential-fixes-travel-ban-order-n719441,200
http://www.nbcnews.com/news/us-news/nbc-affiliates-n19981,200
http://www.nbcnews.com/pop-culture/tv,200
http://www.nbcnews.com/mach/science/robots-vs-cancer-how-tech-tackling-biden-s-moonshot-n684041,200
http://www.nbcnews.com/news/weather,200
http://www.nbcnews.com/news/nbcblk/oped-why-politics-black-girl-magic-are-more-relevant-ever-n719561,200
http://www.nbcnews.com/business/travel/trump-met-top-airline-executives-discuss-jobs-infrastructure-n718816,200
http://www.nbcnews.com/about-us,301
http://www.nbcnews.com/politics/politics-news/appeals-court-panel-refuses-reinstate-trump-travel-order-n719136,200
http://www.nbcnews.com/mach/science/scientists-drill-deep-harness-awesome-energy-volcanoes-n719096,200
http://www.nbcnews.com/news/nbcblk/emmett-till-book-prompts-cousins-call-new-investigation-n713341,200
http://www.nbcnews.com/video/trump-plans-to-fight-ruling-on-travel-ban-874523715709?cid=amp_nbcnews,200
http://www.nbcnews.com/news,200
http://www.nbcnews.com/video,200
http://www.nbcnews.com/mach/technology,200
http://www.nbcnews.com/business/markets,200
http://www.nbcnews.com/news/asian-america/hmong-american-community-calls-investigation-after-police-dog-bites-grandmother-n719396,200
http://www.nbcnews.com/news/us-news/dueling-protests-over-planned-parenthood-abortion-rights-erupt-across-u-n719791,200
http://www.nbcnews.com/news/crime-courts,200
http://www.nbcnews.com/news/nbcblk,200
http://www.nbcnews.com/news/us-news/mccain-yemen-raid-was-meant-capture-kill-al-qaeda-terrorists-n718586,200
http://www.nbcnews.com/nightly-news/video/after-another-court-defeat-white-house-plans-next-move-on-immigration-874766403961?cid=amp_nbcnews,200
http://www.nbcnews.com/mach/environment,200
